Id,ValueAttribute,Value,StringValue,Measure,Type waarde,Beroepsklasse,Perioden,RegioCode,RegioS
283,None,13.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,GM0971,Stein (L.)
284,None,35.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,GM1904,Stichtse Vecht
285,None,47.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,GM1900,Súdwest-Fryslân
286,None,28.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,GM0715,Terneuzen
287,None,3.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,GM0093,Terschelling
288,None,7.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,GM0448,Texel
289,None,22.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,GM1525,Teylingen
290,None,14.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,GM0716,Tholen
291,None,23.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,GM0281,Tiel
292,None,126.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,GM0855,Tilburg
293,None,13.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,GM0183,Tubbergen
294,None,18.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,GM1700,Twenterand
295,None,17.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,GM1730,Tynaarlo
296,None,17.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,GM0737,Tytsjerksteradiel
297,None,8.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,GM0450,Uitgeest
298,None,17.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,GM0451,Uithoorn
299,None,12.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,GM0184,Urk
300,None,220.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,GM0344,Utrecht (gemeente)
301,None,25.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,GM1581,Utrechtse Heuvelrug
302,None,4.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,GM0981,Vaals
303,None,8.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,GM0994,Valkenburg aan de Geul
304,None,16.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,GM0858,Valkenswaard
305,None,14.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,GM0047,Veendam
306,None,37.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,GM0345,Veenendaal
307,None,11.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,GM0717,Veere
308,None,25.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,GM0861,Veldhoven
309,None,37.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,GM0453,Velsen
310,None,54.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,GM0983,Venlo
311,None,24.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,GM0984,Venray
312,None,32.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,GM1961,Vijfheerenlanden
313,None,38.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,GM0622,Vlaardingen
314,None,1.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,GM0096,Vlieland
315,None,23.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,GM0718,Vlissingen
316,None,6.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,GM0986,Voerendaal
317,None,13.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,GM0626,Voorschoten
318,None,13.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,GM0285,Voorst
319,None,17.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,GM0865,Vught
320,None,25.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,GM1949,Waadhoeke
321,None,9.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,GM0866,Waalre
322,None,27.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,GM0867,Waalwijk
323,None,17.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,GM0627,Waddinxveen
324,None,22.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,GM0289,Wageningen
325,None,13.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,GM0629,Wassenaar
326,None,9.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,GM0852,Waterland
327,None,27.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,GM0988,Weert
328,None,11.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,GM0457,Weesp
329,None,29.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,GM1960,West Betuwe
330,None,11.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,GM0668,West Maas en Waal
331,None,34.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,GM1969,Westerkwartier
332,None,10.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,GM1701,Westerveld
333,None,8.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,GM0293,Westervoort
334,None,12.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,GM1950,Westerwolde
335,None,65.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,GM1783,Westland
336,None,14.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,GM0098,Weststellingwerf
337,None,8.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,GM0614,Westvoorne
338,None,14.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,GM0189,Wierden
339,None,23.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,GM0296,Wijchen
340,None,13.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,GM1696,Wijdemeren
341,None,13.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,GM0352,Wijk bij Duurstede
342,None,16.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,GM0294,Winterswijk
343,None,11.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,GM0873,Woensdrecht
344,None,30.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,GM0632,Woerden
345,None,13.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,GM1690,De Wolden
346,None,9.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,GM0880,Wormerland
347,None,8.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,GM0351,Woudenberg
348,None,84.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,GM0479,Zaanstad
349,None,17.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,GM0297,Zaltbommel
350,None,9.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,GM0473,Zandvoort
351,None,14.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,GM0050,Zeewolde
352,None,34.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,GM0355,Zeist
353,None,24.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,GM0299,Zevenaar
354,None,66.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,GM0637,Zoetermeer
355,None,5.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,GM0638,Zoeterwoude
356,None,25.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,GM1892,Zuidplas
357,None,12.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,GM0879,Zundert
358,None,25.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,GM0301,Zutphen
359,None,13.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,GM1896,Zwartewaterland
360,None,23.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,GM0642,Zwijndrecht
361,None,75.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,GM0193,Zwolle
362,None,398.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,AM01,Groningen (AM)
363,None,345.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,AM02,Friesland (AM)
364,None,146.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,AM03,Drenthe (AM)
365,None,344.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,AM05,Twente (AM)
366,None,315.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,AM06,Stedendriehoek en Noordwest Veluwe (AM)
367,None,216.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,AM07,Midden-Gelderland (AM)
368,None,181.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,AM08,Rijk van Nijmegen (AM)
369,None,164.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,AM09,Achterhoek (AM)
370,None,139.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,AM10,Rivierenland (AM)
371,None,227.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,AM11,Flevoland (AM)
372,None,131.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,AM12,Gooi en Vechtstreek (AM)
373,None,493.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,AM13,Midden-Utrecht (AM)
374,None,190.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,AM14,Amersfoort (AM)
375,None,366.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,AM15,Noord-Holland Noord (AM)
376,None,184.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,AM17,Zaanstreek/Waterland (AM)
377,None,756.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,AM18,Groot Amsterdam (AM)
378,None,310.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,AM19,Holland Rijnland (AM)
379,None,108.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,AM20,Midden-Holland (AM)
380,None,450.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,AM21,Haaglanden (AM)
381,None,744.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,AM22,Rijnmond (AM)
382,None,155.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,AM23,Drechtsteden (AM)
383,None,202.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,AM24,Zeeland (AM)
384,None,378.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,AM25,West-Brabant (AM)
385,None,269.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,AM26,Midden-Brabant (AM)
386,None,342.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,AM27,Noordoost-Brabant (AM)
387,None,285.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,AM28,Zuidoost-Brabant (AM)
388,None,151.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,AM29,Noord-Limburg (AM)
389,None,295.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,AM30,Zuid-Limburg (AM)
390,None,141.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,AM32,Helmond-De Peel (AM)
391,None,136.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,AM33,Midden-Limburg (AM)
392,None,200.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,AM34,Zuid-Holland Centraal (AM)
393,None,78.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,AM35,Gorinchem (AM)
394,None,311.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,AM36,Regio Zwolle (AM)
395,None,204.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,AM37,Zuid-Kennemerland en IJmond (AM)
396,None,193.0,,Werkzame beroepsbevolking,Absolute,Totaal,2022,AM38,FoodValley (AM)
397,None,717.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,NL01,Nederland
398,None,72.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,LD01,Noord-Nederland (LD)
399,None,154.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,LD02,Oost-Nederland (LD)
400,None,353.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,LD03,West-Nederland (LD)
401,None,138.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,LD04,Zuid-Nederland (LD)
402,None,27.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,PV20,Groningen (PV)
403,None,26.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,PV21,Fryslân (PV)
404,None,18.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,PV22,Drenthe (PV)
405,None,50.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,PV23,Overijssel (PV)
406,None,17.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,PV24,Flevoland (PV)
407,None,87.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,PV25,Gelderland (PV)
408,None,65.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,PV26,Utrecht (PV)
409,None,117.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,PV27,Noord-Holland (PV)
410,None,157.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,PV28,Zuid-Holland (PV)
411,None,13.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,PV29,Zeeland (PV)
412,None,98.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,PV30,Noord-Brabant (PV)
413,None,40.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,PV31,Limburg (PV)
414,None,1.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM1680,Aa en Hunze
415,None,1.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM0358,Aalsmeer
416,None,1.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM0197,Aalten
417,None,1.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM0059,Achtkarspelen
418,None,1.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM0482,Alblasserdam
419,None,1.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM0613,Albrandswaard
420,None,5.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM0361,Alkmaar
421,None,2.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM0141,Almelo
422,None,9.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM0034,Almere
423,None,5.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM0484,Alphen aan den Rijn
424,None,0.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM1723,Alphen-Chaam
425,None,2.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM1959,Altena
426,None,0.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM0060,Ameland
427,None,8.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM0307,Amersfoort
428,None,4.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM0362,Amstelveen
429,None,39.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM0363,Amsterdam
430,None,6.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM0200,Apeldoorn
431,None,7.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM0202,Arnhem
432,None,3.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM0106,Assen
433,None,1.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM0743,Asten
434,None,0.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM0744,Baarle-Nassau
435,None,1.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM0308,Baarn
436,None,2.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM0489,Barendrecht
437,None,2.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM0203,Barneveld
438,None,1.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM0888,Beek (L.)
439,None,1.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM1954,Beekdaelen
440,None,0.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM0889,Beesel
441,None,2.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM1945,Berg en Dal
442,None,1.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM1724,Bergeijk
443,None,0.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM0893,Bergen (L.)
444,None,1.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM0373,Bergen (NH.)
445,None,2.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM0748,Bergen op Zoom
446,None,1.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM1859,Berkelland
447,None,1.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM1721,Bernheze
448,None,1.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM0753,Best
449,None,1.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM0209,Beuningen
450,None,1.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM0375,Beverwijk
451,None,2.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM0310,De Bilt
452,None,1.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM1728,Bladel
453,None,0.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM0376,Blaricum
454,None,1.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM0377,Bloemendaal
455,None,1.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM1901,Bodegraven-Reeuwijk
456,None,0.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM0755,Boekel
457,None,1.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM1681,Borger-Odoorn
458,None,1.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM0147,Borne
459,None,1.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM0654,Borsele
460,None,1.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM0757,Boxtel
461,None,9.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM0758,Breda
462,None,1.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM0501,Brielle
463,None,1.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM1876,Bronckhorst
464,None,1.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM0213,Brummen
465,None,1.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM0899,Brunssum
466,None,1.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM0312,Bunnik
467,None,1.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM0313,Bunschoten
468,None,1.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM0214,Buren
469,None,3.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM0502,Capelle aan den IJssel
470,None,2.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM0383,Castricum
471,None,1.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM0109,Coevorden
472,None,1.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM1706,Cranendonck
473,None,1.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM0216,Culemborg
474,None,1.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM0148,Dalfsen
475,None,1.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM1891,Dantumadiel
476,None,6.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM0503,Delft
477,None,1.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM0762,Deurne
478,None,4.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM0150,Deventer
479,None,2.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM0384,Diemen
480,None,3.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM1980,Dijk en Waard
481,None,1.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM1774,Dinkelland
482,None,0.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM0221,Doesburg
483,None,2.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM0222,Doetinchem
484,None,1.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM0766,Dongen
485,None,5.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM0505,Dordrecht
486,None,1.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM0498,Drechterland
487,None,1.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM1719,Drimmelen
488,None,2.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM0303,Dronten
489,None,1.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM0225,Druten
490,None,1.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM0226,Duiven
491,None,1.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM1711,Echt-Susteren
492,None,1.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM0385,Edam-Volendam
493,None,5.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM0228,Ede
494,None,0.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM0317,Eemnes
495,None,1.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM1979,Eemsdelta
496,None,1.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM0770,Eersel
497,None,1.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM1903,Eijsden-Margraten
498,None,9.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM0772,Eindhoven
499,None,1.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM0230,Elburg
500,None,3.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM0114,Emmen
501,None,1.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM0388,Enkhuizen
502,None,7.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM0153,Enschede
503,None,1.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM0232,Epe
504,None,1.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM0233,Ermelo
505,None,2.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM0777,Etten-Leur
506,None,2.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM1940,De Fryske Marren
507,None,1.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM0779,Geertruidenberg
508,None,1.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM1771,Geldrop-Mierlo
509,None,1.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM1652,Gemert-Bakel
510,None,1.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM0907,Gennep
511,None,1.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM0784,Gilze en Rijen
512,None,2.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM1924,Goeree-Overflakkee
513,None,2.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM0664,Goes
514,None,1.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM0785,Goirle
515,None,2.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM1942,Gooise Meren
516,None,1.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM0512,Gorinchem
517,None,3.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM0513,Gouda
518,None,24.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM0518,'s-Gravenhage (gemeente)
519,None,15.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM0014,Groningen (gemeente)
520,None,1.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM1729,Gulpen-Wittem
521,None,1.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM0158,Haaksbergen
522,None,7.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM0392,Haarlem
523,None,6.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM0394,Haarlemmermeer
524,None,1.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM1655,Halderberge
525,None,3.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM0160,Hardenberg
526,None,2.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM0243,Harderwijk
527,None,1.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM0523,Hardinxveld-Giessendam
528,None,1.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM0072,Harlingen
529,None,1.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM0244,Hattem
530,None,1.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM0396,Heemskerk
531,None,1.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM0397,Heemstede
532,None,1.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM0246,Heerde
533,None,2.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM0074,Heerenveen
534,None,2.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM0917,Heerlen
535,None,1.0,,Werkzame beroepsbevolking,Absolute,Pedagogische beroepen,2022,GM1658,Heeze-Leende
