Id,ValueAttribute,Value,StringValue,Measure,Type waarde,Beroepsklasse,Perioden,RegioCode,RegioS
2309,None,1.0,,Werkzame beroepsbevolking,Absolute,"Openbaar bestuur, veiligheid,  juridisch",2022,GM0289,Wageningen
2310,None,1.0,,Werkzame beroepsbevolking,Absolute,"Openbaar bestuur, veiligheid,  juridisch",2022,GM0629,Wassenaar
2311,None,0.0,,Werkzame beroepsbevolking,Absolute,"Openbaar bestuur, veiligheid,  juridisch",2022,GM0852,Waterland
2312,None,1.0,,Werkzame beroepsbevolking,Absolute,"Openbaar bestuur, veiligheid,  juridisch",2022,GM0988,Weert
2313,None,0.0,,Werkzame beroepsbevolking,Absolute,"Openbaar bestuur, veiligheid,  juridisch",2022,GM0457,Weesp
2314,None,1.0,,Werkzame beroepsbevolking,Absolute,"Openbaar bestuur, veiligheid,  juridisch",2022,GM1960,West Betuwe
2315,None,0.0,,Werkzame beroepsbevolking,Absolute,"Openbaar bestuur, veiligheid,  juridisch",2022,GM0668,West Maas en Waal
2316,None,1.0,,Werkzame beroepsbevolking,Absolute,"Openbaar bestuur, veiligheid,  juridisch",2022,GM1969,Westerkwartier
2317,None,0.0,,Werkzame beroepsbevolking,Absolute,"Openbaar bestuur, veiligheid,  juridisch",2022,GM1701,Westerveld
2318,None,0.0,,Werkzame beroepsbevolking,Absolute,"Openbaar bestuur, veiligheid,  juridisch",2022,GM0293,Westervoort
2319,None,0.0,,Werkzame beroepsbevolking,Absolute,"Openbaar bestuur, veiligheid,  juridisch",2022,GM1950,Westerwolde
2320,None,2.0,,Werkzame beroepsbevolking,Absolute,"Openbaar bestuur, veiligheid,  juridisch",2022,GM1783,Westland
2321,None,0.0,,Werkzame beroepsbevolking,Absolute,"Openbaar bestuur, veiligheid,  juridisch",2022,GM0098,Weststellingwerf
2322,None,0.0,,Werkzame beroepsbevolking,Absolute,"Openbaar bestuur, veiligheid,  juridisch",2022,GM0614,Westvoorne
2323,None,0.0,,Werkzame beroepsbevolking,Absolute,"Openbaar bestuur, veiligheid,  juridisch",2022,GM0189,Wierden
2324,None,1.0,,Werkzame beroepsbevolking,Absolute,"Openbaar bestuur, veiligheid,  juridisch",2022,GM0296,Wijchen
2325,None,0.0,,Werkzame beroepsbevolking,Absolute,"Openbaar bestuur, veiligheid,  juridisch",2022,GM1696,Wijdemeren
2326,None,0.0,,Werkzame beroepsbevolking,Absolute,"Openbaar bestuur, veiligheid,  juridisch",2022,GM0352,Wijk bij Duurstede
2327,None,0.0,,Werkzame beroepsbevolking,Absolute,"Openbaar bestuur, veiligheid,  juridisch",2022,GM0294,Winterswijk
2328,None,0.0,,Werkzame beroepsbevolking,Absolute,"Openbaar bestuur, veiligheid,  juridisch",2022,GM0873,Woensdrecht
2329,None,1.0,,Werkzame beroepsbevolking,Absolute,"Openbaar bestuur, veiligheid,  juridisch",2022,GM0632,Woerden
2330,None,0.0,,Werkzame beroepsbevolking,Absolute,"Openbaar bestuur, veiligheid,  juridisch",2022,GM1690,De Wolden
2331,None,0.0,,Werkzame beroepsbevolking,Absolute,"Openbaar bestuur, veiligheid,  juridisch",2022,GM0880,Wormerland
2332,None,0.0,,Werkzame beroepsbevolking,Absolute,"Openbaar bestuur, veiligheid,  juridisch",2022,GM0351,Woudenberg
2333,None,3.0,,Werkzame beroepsbevolking,Absolute,"Openbaar bestuur, veiligheid,  juridisch",2022,GM0479,Zaanstad
2334,None,1.0,,Werkzame beroepsbevolking,Absolute,"Openbaar bestuur, veiligheid,  juridisch",2022,GM0297,Zaltbommel
2335,None,0.0,,Werkzame beroepsbevolking,Absolute,"Openbaar bestuur, veiligheid,  juridisch",2022,GM0473,Zandvoort
2336,None,1.0,,Werkzame beroepsbevolking,Absolute,"Openbaar bestuur, veiligheid,  juridisch",2022,GM0050,Zeewolde
2337,None,1.0,,Werkzame beroepsbevolking,Absolute,"Openbaar bestuur, veiligheid,  juridisch",2022,GM0355,Zeist
2338,None,1.0,,Werkzame beroepsbevolking,Absolute,"Openbaar bestuur, veiligheid,  juridisch",2022,GM0299,Zevenaar
2339,None,3.0,,Werkzame beroepsbevolking,Absolute,"Openbaar bestuur, veiligheid,  juridisch",2022,GM0637,Zoetermeer
2340,None,0.0,,Werkzame beroepsbevolking,Absolute,"Openbaar bestuur, veiligheid,  juridisch",2022,GM0638,Zoeterwoude
2341,None,1.0,,Werkzame beroepsbevolking,Absolute,"Openbaar bestuur, veiligheid,  juridisch",2022,GM1892,Zuidplas
2342,None,0.0,,Werkzame beroepsbevolking,Absolute,"Openbaar bestuur, veiligheid,  juridisch",2022,GM0879,Zundert
2343,None,1.0,,Werkzame beroepsbevolking,Absolute,"Openbaar bestuur, veiligheid,  juridisch",2022,GM0301,Zutphen
2344,None,0.0,,Werkzame beroepsbevolking,Absolute,"Openbaar bestuur, veiligheid,  juridisch",2022,GM1896,Zwartewaterland
2345,None,1.0,,Werkzame beroepsbevolking,Absolute,"Openbaar bestuur, veiligheid,  juridisch",2022,GM0642,Zwijndrecht
2346,None,3.0,,Werkzame beroepsbevolking,Absolute,"Openbaar bestuur, veiligheid,  juridisch",2022,GM0193,Zwolle
2347,None,15.0,,Werkzame beroepsbevolking,Absolute,"Openbaar bestuur, veiligheid,  juridisch",2022,AM01,Groningen (AM)
2348,None,11.0,,Werkzame beroepsbevolking,Absolute,"Openbaar bestuur, veiligheid,  juridisch",2022,AM02,Friesland (AM)
2349,None,5.0,,Werkzame beroepsbevolking,Absolute,"Openbaar bestuur, veiligheid,  juridisch",2022,AM03,Drenthe (AM)
2350,None,10.0,,Werkzame beroepsbevolking,Absolute,"Openbaar bestuur, veiligheid,  juridisch",2022,AM05,Twente (AM)
2351,None,11.0,,Werkzame beroepsbevolking,Absolute,"Openbaar bestuur, veiligheid,  juridisch",2022,AM06,Stedendriehoek en Noordwest Veluwe (AM)
2352,None,8.0,,Werkzame beroepsbevolking,Absolute,"Openbaar bestuur, veiligheid,  juridisch",2022,AM07,Midden-Gelderland (AM)
2353,None,6.0,,Werkzame beroepsbevolking,Absolute,"Openbaar bestuur, veiligheid,  juridisch",2022,AM08,Rijk van Nijmegen (AM)
2354,None,4.0,,Werkzame beroepsbevolking,Absolute,"Openbaar bestuur, veiligheid,  juridisch",2022,AM09,Achterhoek (AM)
2355,None,4.0,,Werkzame beroepsbevolking,Absolute,"Openbaar bestuur, veiligheid,  juridisch",2022,AM10,Rivierenland (AM)
2356,None,9.0,,Werkzame beroepsbevolking,Absolute,"Openbaar bestuur, veiligheid,  juridisch",2022,AM11,Flevoland (AM)
2357,None,5.0,,Werkzame beroepsbevolking,Absolute,"Openbaar bestuur, veiligheid,  juridisch",2022,AM12,Gooi en Vechtstreek (AM)
2358,None,18.0,,Werkzame beroepsbevolking,Absolute,"Openbaar bestuur, veiligheid,  juridisch",2022,AM13,Midden-Utrecht (AM)
2359,None,6.0,,Werkzame beroepsbevolking,Absolute,"Openbaar bestuur, veiligheid,  juridisch",2022,AM14,Amersfoort (AM)
2360,None,15.0,,Werkzame beroepsbevolking,Absolute,"Openbaar bestuur, veiligheid,  juridisch",2022,AM15,Noord-Holland Noord (AM)
2361,None,7.0,,Werkzame beroepsbevolking,Absolute,"Openbaar bestuur, veiligheid,  juridisch",2022,AM17,Zaanstreek/Waterland (AM)
2362,None,28.0,,Werkzame beroepsbevolking,Absolute,"Openbaar bestuur, veiligheid,  juridisch",2022,AM18,Groot Amsterdam (AM)
2363,None,11.0,,Werkzame beroepsbevolking,Absolute,"Openbaar bestuur, veiligheid,  juridisch",2022,AM19,Holland Rijnland (AM)
2364,None,4.0,,Werkzame beroepsbevolking,Absolute,"Openbaar bestuur, veiligheid,  juridisch",2022,AM20,Midden-Holland (AM)
2365,None,17.0,,Werkzame beroepsbevolking,Absolute,"Openbaar bestuur, veiligheid,  juridisch",2022,AM21,Haaglanden (AM)
2366,None,26.0,,Werkzame beroepsbevolking,Absolute,"Openbaar bestuur, veiligheid,  juridisch",2022,AM22,Rijnmond (AM)
2367,None,5.0,,Werkzame beroepsbevolking,Absolute,"Openbaar bestuur, veiligheid,  juridisch",2022,AM23,Drechtsteden (AM)
2368,None,7.0,,Werkzame beroepsbevolking,Absolute,"Openbaar bestuur, veiligheid,  juridisch",2022,AM24,Zeeland (AM)
2369,None,13.0,,Werkzame beroepsbevolking,Absolute,"Openbaar bestuur, veiligheid,  juridisch",2022,AM25,West-Brabant (AM)
2370,None,10.0,,Werkzame beroepsbevolking,Absolute,"Openbaar bestuur, veiligheid,  juridisch",2022,AM26,Midden-Brabant (AM)
2371,None,11.0,,Werkzame beroepsbevolking,Absolute,"Openbaar bestuur, veiligheid,  juridisch",2022,AM27,Noordoost-Brabant (AM)
2372,None,9.0,,Werkzame beroepsbevolking,Absolute,"Openbaar bestuur, veiligheid,  juridisch",2022,AM28,Zuidoost-Brabant (AM)
2373,None,5.0,,Werkzame beroepsbevolking,Absolute,"Openbaar bestuur, veiligheid,  juridisch",2022,AM29,Noord-Limburg (AM)
2374,None,10.0,,Werkzame beroepsbevolking,Absolute,"Openbaar bestuur, veiligheid,  juridisch",2022,AM30,Zuid-Limburg (AM)
2375,None,4.0,,Werkzame beroepsbevolking,Absolute,"Openbaar bestuur, veiligheid,  juridisch",2022,AM32,Helmond-De Peel (AM)
2376,None,4.0,,Werkzame beroepsbevolking,Absolute,"Openbaar bestuur, veiligheid,  juridisch",2022,AM33,Midden-Limburg (AM)
2377,None,10.0,,Werkzame beroepsbevolking,Absolute,"Openbaar bestuur, veiligheid,  juridisch",2022,AM34,Zuid-Holland Centraal (AM)
2378,None,2.0,,Werkzame beroepsbevolking,Absolute,"Openbaar bestuur, veiligheid,  juridisch",2022,AM35,Gorinchem (AM)
2379,None,10.0,,Werkzame beroepsbevolking,Absolute,"Openbaar bestuur, veiligheid,  juridisch",2022,AM36,Regio Zwolle (AM)
2380,None,8.0,,Werkzame beroepsbevolking,Absolute,"Openbaar bestuur, veiligheid,  juridisch",2022,AM37,Zuid-Kennemerland en IJmond (AM)
2381,None,6.0,,Werkzame beroepsbevolking,Absolute,"Openbaar bestuur, veiligheid,  juridisch",2022,AM38,FoodValley (AM)
2382,None,1847.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,NL01,Nederland
2383,None,179.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,LD01,Noord-Nederland (LD)
2384,None,401.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,LD02,Oost-Nederland (LD)
2385,None,857.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,LD03,West-Nederland (LD)
2386,None,410.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,LD04,Zuid-Nederland (LD)
2387,None,60.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,PV20,Groningen (PV)
2388,None,68.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,PV21,Fryslân (PV)
2389,None,51.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,PV22,Drenthe (PV)
2390,None,132.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,PV23,Overijssel (PV)
2391,None,49.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,PV24,Flevoland (PV)
2392,None,220.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,PV25,Gelderland (PV)
2393,None,146.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,PV26,Utrecht (PV)
2394,None,289.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,PV27,Noord-Holland (PV)
2395,None,381.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,PV28,Zuid-Holland (PV)
2396,None,39.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,PV29,Zeeland (PV)
2397,None,298.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,PV30,Noord-Brabant (PV)
2398,None,113.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,PV31,Limburg (PV)
2399,None,2.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM1680,Aa en Hunze
2400,None,3.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM0358,Aalsmeer
2401,None,3.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM0197,Aalten
2402,None,3.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM0059,Achtkarspelen
2403,None,2.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM0482,Alblasserdam
2404,None,2.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM0613,Albrandswaard
2405,None,11.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM0361,Alkmaar
2406,None,7.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM0141,Almelo
2407,None,24.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM0034,Almere
2408,None,12.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM0484,Alphen aan den Rijn
2409,None,1.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM1723,Alphen-Chaam
2410,None,7.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM1959,Altena
2411,None,0.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM0060,Ameland
2412,None,17.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM0307,Amersfoort
2413,None,9.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM0362,Amstelveen
2414,None,88.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM0363,Amsterdam
2415,None,17.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM0200,Apeldoorn
2416,None,17.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM0202,Arnhem
2417,None,6.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM0106,Assen
2418,None,2.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM0743,Asten
2419,None,1.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM0744,Baarle-Nassau
2420,None,2.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM0308,Baarn
2421,None,5.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM0489,Barendrecht
2422,None,7.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM0203,Barneveld
2423,None,2.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM0888,Beek (L.)
2424,None,4.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM1954,Beekdaelen
2425,None,1.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM0889,Beesel
2426,None,3.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM1945,Berg en Dal
2427,None,2.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM1724,Bergeijk
2428,None,1.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM0893,Bergen (L.)
2429,None,2.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM0373,Bergen (NH.)
2430,None,8.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM0748,Bergen op Zoom
2431,None,5.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM1859,Berkelland
2432,None,4.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM1721,Bernheze
2433,None,4.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM0753,Best
2434,None,3.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM0209,Beuningen
2435,None,5.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM0375,Beverwijk
2436,None,4.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM0310,De Bilt
2437,None,3.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM1728,Bladel
2438,None,1.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM0376,Blaricum
2439,None,2.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM0377,Bloemendaal
2440,None,4.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM1901,Bodegraven-Reeuwijk
2441,None,1.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM0755,Boekel
2442,None,3.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM1681,Borger-Odoorn
2443,None,3.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM0147,Borne
2444,None,3.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM0654,Borsele
2445,None,4.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM0757,Boxtel
2446,None,19.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM0758,Breda
2447,None,2.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM0501,Brielle
2448,None,4.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM1876,Bronckhorst
2449,None,2.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM0213,Brummen
2450,None,3.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM0899,Brunssum
2451,None,2.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM0312,Bunnik
2452,None,3.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM0313,Bunschoten
2453,None,3.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM0214,Buren
2454,None,7.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM0502,Capelle aan den IJssel
2455,None,3.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM0383,Castricum
2456,None,4.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM0109,Coevorden
2457,None,2.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM1706,Cranendonck
2458,None,3.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM0216,Culemborg
2459,None,3.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM0148,Dalfsen
2460,None,2.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM1891,Dantumadiel
2461,None,14.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM0503,Delft
2462,None,4.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM0762,Deurne
2463,None,11.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM0150,Deventer
2464,None,4.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM0384,Diemen
2465,None,10.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM1980,Dijk en Waard
2466,None,3.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM1774,Dinkelland
2467,None,1.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM0221,Doesburg
2468,None,6.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM0222,Doetinchem
2469,None,3.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM0766,Dongen
2470,None,13.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM0505,Dordrecht
2471,None,2.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM0498,Drechterland
2472,None,3.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM1719,Drimmelen
2473,None,5.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM0303,Dronten
2474,None,2.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM0225,Druten
2475,None,3.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM0226,Duiven
2476,None,3.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM1711,Echt-Susteren
2477,None,4.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM0385,Edam-Volendam
2478,None,13.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM0228,Ede
2479,None,1.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM0317,Eemnes
2480,None,5.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM1979,Eemsdelta
2481,None,2.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM0770,Eersel
2482,None,3.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM1903,Eijsden-Margraten
2483,None,36.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM0772,Eindhoven
2484,None,3.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM0230,Elburg
2485,None,12.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM0114,Emmen
2486,None,2.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM0388,Enkhuizen
2487,None,19.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM0153,Enschede
2488,None,3.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM0232,Epe
2489,None,3.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM0233,Ermelo
2490,None,5.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM0777,Etten-Leur
2491,None,6.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM1940,De Fryske Marren
2492,None,3.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM0779,Geertruidenberg
2493,None,5.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM1771,Geldrop-Mierlo
2494,None,4.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM1652,Gemert-Bakel
2495,None,2.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM0907,Gennep
2496,None,3.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM0784,Gilze en Rijen
2497,None,5.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM1924,Goeree-Overflakkee
2498,None,4.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM0664,Goes
2499,None,2.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM0785,Goirle
2500,None,5.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM1942,Gooise Meren
2501,None,4.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM0512,Gorinchem
2502,None,8.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM0513,Gouda
2503,None,50.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM0518,'s-Gravenhage (gemeente)
2504,None,24.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM0014,Groningen (gemeente)
2505,None,1.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM1729,Gulpen-Wittem
2506,None,3.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM0158,Haaksbergen
2507,None,15.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM0392,Haarlem
2508,None,16.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM0394,Haarlemmermeer
2509,None,3.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM1655,Halderberge
2510,None,7.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM0160,Hardenberg
2511,None,5.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM0243,Harderwijk
2512,None,2.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM0523,Hardinxveld-Giessendam
2513,None,1.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM0072,Harlingen
2514,None,1.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM0244,Hattem
2515,None,4.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM0396,Heemskerk
2516,None,2.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM0397,Heemstede
2517,None,2.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM0246,Heerde
2518,None,5.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM0074,Heerenveen
2519,None,8.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM0917,Heerlen
2520,None,2.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM1658,Heeze-Leende
2521,None,2.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM0399,Heiloo
2522,None,5.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM0400,Den Helder
2523,None,4.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM0163,Hellendoorn
2524,None,4.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM0530,Hellevoetsluis
2525,None,12.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM0794,Helmond
2526,None,3.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM0531,Hendrik-Ido-Ambacht
2527,None,9.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM0164,Hengelo (O.)
2528,None,18.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM0796,'s-Hertogenbosch
2529,None,2.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM0252,Heumen
2530,None,5.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM0797,Heusden
2531,None,2.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM0534,Hillegom
2532,None,2.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM0798,Hilvarenbeek
2533,None,9.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM0402,Hilversum
2534,None,9.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM1963,Hoeksche Waard
2535,None,4.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM1735,Hof van Twente
2536,None,5.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM1966,Het Hogeland
2537,None,5.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM1911,Hollands Kroon
2538,None,6.0,,Werkzame beroepsbevolking,Absolute,Technische en ICT beroepen,2022,GM0118,Hoogeveen
